class	ID	mRNA	ORF_strand	ORF_frame	ORF_start	ORF_end	ORF	Fickett	Hexamer	Coding_prob
MSU	TU6921_ORF_2	702	+	1	277	519	243	0.648	-0.121064561	0.047688702
MSU	TU6921_ORF_3	702	+	1	25	159	135	1.0416	0.032508533	0.085695519
MSU	TU6921_ORF_4	702	+	2	290	394	105	0.9434	0.134898981	0.063567071
MSU	TU8094_ORF_1	1001	+	2	86	283	198	0.6153	-0.407317806	0.010112959
MSU	TU8094_ORF_2	1001	+	2	623	808	186	0.7905	-0.206912084	0.024875168
MSU	TU8094_ORF_3	1001	+	2	860	1000	141	0.8348	0.136921256	0.042894903
MSU	TU8094_ORF_4	1001	+	1	361	471	111	0.784	-0.711223309	0.003824276
MSU	TU8109_ORF_1	1278	+	1	970	1173	204	0.4718	-0.253992371	0.006832101
MSU	TU8109_ORF_2	1278	+	2	26	130	105	0.8136	-0.810809508	0.002156182
MSU	TU8109_ORF_3	1278	+	1	679	765	87	0.8835	-0.504188372	0.004748551
MSU	TU8110_ORF_1	332	+	3	24	227	204	0.4718	-0.253992371	0.024074569
MSU	TU8111_ORF_1	1199	+	1	574	819	246	0.4276	-0.199637693	0.010912468
MSU	TU8111_ORF_2	1199	+	1	916	1155	240	0.8707	-0.135030477	0.045724355
MSU	TU8111_ORF_3	1199	+	3	24	227	204	0.4718	-0.253992371	0.007595139
MSU	TU8111_ORF_4	1199	+	3	945	1130	186	0.8744	-0.085109307	0.032769717
MSU	TU8111_ORF_5	1199	+	2	527	685	159	0.7846	-0.056755129	0.021190986
MSU	TU8222_ORF_1	1173	+	2	818	1144	327	0.6151	-0.067465971	0.05418727
MSU	TU8222_ORF_2	1173	+	1	928	1083	156	0.7608	-0.343264242	0.010099307
MSU	TU8222_ORF_3	1173	+	3	315	467	153	0.6472	-0.116413078	0.011918402
MSU	TU8222_ORF_4	1173	+	1	82	198	117	0.75	-0.36432728	0.006599888
MSU	TU8222_ORF_5	1173	+	3	507	620	114	0.9578	0.041552598	0.03150025
MSU	TU8219_ORF_1	2011	+	3	1185	1454	270	0.3978	-0.14771316	0.004688383
MSU	TU8219_ORF_2	2011	+	2	299	529	231	0.5214	-0.239093828	0.003906758
MSU	TU8219_ORF_3	2011	+	1	1246	1464	219	0.4517	-0.273806669	0.002610544
MSU	TU8219_ORF_4	2011	+	3	117	314	198	0.5859	-0.615562443	0.001445867
MSU	TU8219_ORF_5	2011	+	1	55	210	156	0.6236	-0.2233138	0.002866782
MSU	TU8220_ORF_1	1571	+	1	745	1014	270	0.3978	-0.14771316	0.008459269
MSU	TU8220_ORF_2	1571	+	2	806	1024	219	0.4517	-0.273806669	0.004718138
MSU	TU8220_ORF_3	1571	+	3	1128	1271	144	1.0016	0.097097647	0.031395388
MSU	TU8220_ORF_4	1571	+	1	55	180	126	0.646	-0.123818926	0.005403254
MSU	TU8220_ORF_5	1571	+	1	259	378	120	0.4734	-0.534034988	0.001129171
MSU	TU8221_ORF_1	1951	+	3	1125	1394	270	0.3978	-0.14771316	0.005081915
MSU	TU8221_ORF_2	1951	+	3	699	932	234	0.7201	-0.252755332	0.007740306
MSU	TU8221_ORF_3	1951	+	2	299	529	231	0.5214	-0.239093828	0.004234962
MSU	TU8221_ORF_4	1951	+	1	1186	1404	219	0.4517	-0.273806669	0.002830164
MSU	TU8221_ORF_5	1951	+	3	117	314	198	0.5859	-0.615562443	0.001567658
MSU	TU8223_ORF_1	321	+	2	5	157	153	0.9947	0.003860542	0.129300133
MSU	TU8223_ORF_2	321	+	1	61	147	87	0.7201	-0.055802928	0.029850377
MSU	TU8224_ORF_1	373	+	2	98	244	147	0.981	-0.137845736	0.082205634
MSU	TU8230_ORF_1	587	+	1	199	507	309	0.9139	0.074538673	0.275781184
MSU	TU8230_ORF_2	587	+	1	16	135	120	0.7912	-0.178186385	0.026014835
MSU	TU8230_ORF_3	587	+	2	404	493	90	0.9209	0.266948821	0.081661329
MSU	TU8231_ORF_1	647	+	1	199	567	369	0.6229	0.004638746	0.17068013
MSU	TU8231_ORF_2	647	+	1	16	135	120	0.7912	-0.178186385	0.024039468
MSU	TU8231_ORF_3	647	+	2	464	553	90	0.9209	0.266948821	0.075789387
MSU	TU8232_ORF_1	583	+	1	199	489	291	0.8679	0.092867097	0.228420877
MSU	TU8232_ORF_2	583	+	3	291	503	213	0.8801	-0.066251305	0.095208812
MSU	TU8232_ORF_3	583	+	1	16	135	120	0.7912	-0.178186385	0.026152004
MSU	TU8268_ORF_1	714	+	1	355	567	213	1.2443	-0.104844635	0.198162683
MSU	TU8268_ORF_2	714	+	3	453	614	162	0.5657	0.141673864	0.033879902
MSU	TU8269_ORF_1	586	+	1	13	486	474	0.5425	0.197038788	0.412011474
MSU	TU8269_ORF_2	586	+	2	227	439	213	1.2443	-0.104844635	0.227053198
MSU	TU8269_ORF_3	586	+	3	72	188	117	1.0855	-0.168062799	0.062038694
MSU	TU8270_ORF_1	648	+	2	65	157	93	0.4416	-0.416493337	0.003706044
MSU	TU8270_ORF_2	648	+	3	531	620	90	1.2132	0.438905735	0.233584591
MSU	TU8272_ORF_1	991	+	1	649	774	126	0.7086	-0.576737425	0.004839194
MSU	TU8272_ORF_2	991	+	3	465	590	126	1.0336	-0.627018841	0.011607266
MSU	TU8272_ORF_3	991	+	2	215	331	117	0.6741	-0.634579785	0.003501698
MSU	TU8295_ORF_1	416	+	2	281	382	102	0.9183	-0.080514849	0.050942046
MSU	TU8295_ORF_2	416	+	2	32	130	99	1.1868	0.545834213	0.349738296
MSU	TU8297_ORF_1	318	+	1	121	255	135	0.8979	-0.123137099	0.065028772
MSU	TU8297_ORF_2	318	+	3	189	269	81	0.7161	-0.384411177	0.012981283
MSU	TU8386_ORF_1	1860	+	1	217	570	354	0.5986	-0.163386157	0.021265781
MSU	TU8386_ORF_2	1860	+	2	575	844	270	0.6041	0.182006881	0.02350769
MSU	TU8386_ORF_3	1860	+	1	1423	1629	207	0.5229	-0.120150212	0.005170487
MSU	TU8386_ORF_4	1860	+	3	504	704	201	0.6203	-0.169486637	0.005877758
MSU	TU8386_ORF_5	1860	+	2	1580	1771	192	1.1198	-0.00562957	0.036384159
MSU	TU8583_ORF_1	740	+	1	61	267	207	1.1221	0.388313761	0.336377217
MSU	TU8583_ORF_2	740	+	3	357	473	117	1.2194	0.129516822	0.142244235
MSU	TU8820_ORF_1	799	+	1	1	303	303	0.5783	-0.124586834	0.056377523
MSU	TU8821_ORF_1	734	+	3	471	671	201	1.0774	-0.116579032	0.111658661
MSU	TU8821_ORF_2	734	+	2	278	469	192	0.9318	-0.321159368	0.043374932
MSU	TU8859_ORF_1	707	+	1	604	684	81	0.8318	-0.280365212	0.014066582
MSU	TU8855_ORF_1	756	+	1	604	684	81	0.8318	-0.280365212	0.013178094
MSU	TU8857_ORF_1	636	+	2	533	613	81	0.8318	-0.280365212	0.015459648
MSU	TU8856_ORF_1	685	+	2	533	613	81	0.8318	-0.280365212	0.014484463
MSU	TU8858_ORF_1	801	+	2	533	613	81	0.8318	-0.280365212	0.012411034
MSU	TU8867_ORF_1	707	+	2	164	271	108	0.9337	-0.091019342	0.03760703
MSU	TU8875_ORF_1	725	+	1	484	642	159	0.8096	-0.090047939	0.039328671
MSU	TU8875_ORF_2	725	+	3	123	215	93	0.5503	-0.451524851	0.004291435
MSU	TU8888_ORF_1	476	+	3	381	476	96	0.8508	-0.040892971	0.040234183
MSU	TU8962_ORF_1	1100	+	3	846	1100	255	0.5605	-0.349239927	0.014165178
MSU	TU8962_ORF_2	1100	+	1	724	849	126	0.8877	-0.741041152	0.004892282
MSU	TU8962_ORF_3	1100	+	2	41	160	120	0.876	0.080340743	0.031270019
MSU	TU8962_ORF_4	1100	+	2	695	796	102	0.7016	-0.369143532	0.005436897
MSU	TU8962_ORF_5	1100	+	1	286	378	93	0.6288	-0.689398789	0.001866603
MSU	TU8963_ORF_1	1096	+	2	842	1096	255	0.5605	-0.349239927	0.01424078
MSU	TU8963_ORF_2	1096	+	2	41	184	144	0.7976	-0.068684817	0.021563016
MSU	TU8963_ORF_3	1096	+	3	720	845	126	0.8877	-0.741041152	0.00491864
MSU	TU8963_ORF_4	1096	+	1	691	792	102	0.7016	-0.369143532	0.005466173
MSU	TU8963_ORF_5	1096	+	3	282	374	93	0.6288	-0.689398789	0.001876691
MSU	TU8964_ORF_1	1075	+	2	821	1075	255	0.5605	-0.349239927	0.014644267
MSU	TU8964_ORF_2	1075	+	3	699	824	126	0.8877	-0.741041152	0.005059356
MSU	TU8964_ORF_3	1075	+	2	41	163	123	1.0836	-0.087827061	0.041634566
MSU	TU8964_ORF_4	1075	+	1	670	771	102	0.7016	-0.369143532	0.005622465
MSU	TU8964_ORF_5	1075	+	3	261	353	93	0.6288	-0.689398789	0.001930549
MSU	TU8965_ORF_1	1163	+	3	909	1163	255	0.5605	-0.349239927	0.013025336
MSU	TU8965_ORF_2	1163	+	2	41	223	183	0.7373	-0.211367245	0.016484699
MSU	TU8965_ORF_3	1163	+	1	787	912	126	0.8877	-0.741041152	0.004495208
MSU	TU8965_ORF_4	1163	+	2	758	859	102	0.7016	-0.369143532	0.004995842
MSU	TU8965_ORF_5	1163	+	1	349	441	93	0.6288	-0.689398789	0.00171468
MSU	TU8979_ORF_1	1205	+	2	1073	1174	102	0.8275	-0.310248725	0.007992642
MSU	TU8979_ORF_2	1205	+	1	616	714	99	0.6459	-0.861638592	0.00119192
MSU	TU8979_ORF_3	1205	+	3	204	290	87	0.7939	-0.703715712	0.0024683
MSU	TU8986_ORF_1	1685	+	1	1318	1572	255	0.4018	-0.49592733	0.002804065
MSU	TU8986_ORF_2	1685	+	1	886	1053	168	0.7323	-0.798373543	0.001743471
MSU	TU8986_ORF_3	1685	+	2	659	802	144	0.6303	-0.019989303	0.006631821
MSU	TU8986_ORF_4	1685	+	2	1457	1567	111	0.8391	-0.638294108	0.002148223
MSU	TU8986_ORF_5	1685	+	1	442	549	108	0.6542	-0.564534027	0.001412785
MSU	TU9299_ORF_1	1575	+	2	827	1033	207	0.5003	-0.241298217	0.005297066
MSU	TU9299_ORF_2	1575	+	3	186	377	192	1.0297	-0.10195279	0.032268652
MSU	TU9299_ORF_3	1575	+	2	317	472	156	0.5656	-0.135152163	0.005322644
MSU	TU9299_ORF_4	1575	+	3	27	152	126	0.7565	-0.157944535	0.006951505
MSU	TU9299_ORF_5	1575	+	3	723	815	93	0.7413	-0.375744331	0.002948968
MSU	TU9300_ORF_1	1776	+	2	1028	1234	207	0.5003	-0.241298217	0.00404336
MSU	TU9300_ORF_2	1776	+	2	362	517	156	0.7338	-0.176116273	0.006173344
MSU	TU9300_ORF_3	1776	+	2	518	673	156	0.5656	-0.135152163	0.004062909
MSU	TU9300_ORF_4	1776	+	3	27	152	126	0.7565	-0.157944535	0.005308317
MSU	TU9300_ORF_5	1776	+	3	471	578	108	0.6861	-0.303650654	0.002575317
MSU	TU9301_ORF_1	2866	+	3	2118	2324	207	0.5003	-0.241298217	0.000931246
MSU	TU9301_ORF_2	2866	+	1	436	609	174	0.7128	-0.142206414	0.001697544
MSU	TU9301_ORF_3	2866	+	2	443	598	156	0.877	0.067902044	0.00396795
MSU	TU9301_ORF_4	2866	+	3	1608	1763	156	0.5656	-0.135152163	0.000935762
MSU	TU9301_ORF_5	2866	+	1	1330	1458	129	0.6001	-0.293633765	0.000560557
MSU	TU9302_ORF_1	1928	+	1	1180	1386	207	0.5003	-0.241298217	0.003295759
MSU	TU9302_ORF_2	1928	+	1	670	825	156	0.5656	-0.135152163	0.003311705
MSU	TU9302_ORF_3	1928	+	2	392	520	129	0.6001	-0.293633765	0.00198573
MSU	TU9302_ORF_4	1928	+	3	27	152	126	0.7565	-0.157944535	0.004327847
MSU	TU9302_ORF_5	1928	+	1	553	669	117	0.8455	0.01832796	0.007998308
MSU	TU9303_ORF_1	1868	+	1	1120	1326	207	0.5003	-0.241298217	0.003572817
MSU	TU9303_ORF_2	1868	+	3	384	560	177	0.4669	-0.087253024	0.003577061
MSU	TU9303_ORF_3	1868	+	1	610	765	156	0.5656	-0.135152163	0.003590099
MSU	TU9303_ORF_4	1868	+	3	27	152	126	0.7565	-0.157944535	0.004691259
MSU	TU9303_ORF_5	1868	+	2	563	670	108	0.6861	-0.303650654	0.002275227
MSU	TU9304_ORF_1	1920	+	2	1172	1378	207	0.5003	-0.241298217	0.003331425
MSU	TU9304_ORF_2	1920	+	2	662	817	156	0.5656	-0.135152163	0.003347543
MSU	TU9304_ORF_3	1920	+	3	384	512	129	0.6001	-0.293633765	0.002007248
MSU	TU9304_ORF_4	1920	+	3	27	152	126	0.7565	-0.157944535	0.004374633
MSU	TU9304_ORF_5	1920	+	2	545	661	117	0.8455	0.01832796	0.008084451
MSU	TU9485_ORF_1	406	+	3	30	257	228	0.8811	-0.020560781	0.14588583
MSU	TU9485_ORF_2	406	+	3	288	404	117	0.4948	-0.905088272	0.002321041
MSU	TU9485_ORF_3	406	+	2	257	346	90	0.65	-0.364496821	0.01070357
MSU	TU9537_ORF_1	476	+	3	324	434	111	0.7112	-0.887308458	0.004066432
MSU	TU9553_ORF_1	4032	+	2	1661	1906	246	0.5691	-0.063202984	0.000516754
MSU	TU9553_ORF_2	4032	+	1	1216	1452	237	0.9207	-0.350015636	0.000709024
MSU	TU9553_ORF_3	4032	+	2	3566	3778	213	0.6162	-0.46082665	0.000171918
MSU	TU9553_ORF_4	4032	+	3	1935	2144	210	0.4364	-0.421976197	0.000105554
MSU	TU9553_ORF_5	4032	+	3	3453	3644	192	1.0116	-0.429278577	0.000521155
MSU	TU9646_ORF_1	2597	+	3	327	506	180	0.7841	-0.380683166	0.001809286
MSU	TU9646_ORF_2	2597	+	1	568	720	153	0.9299	-0.058493161	0.004825062
MSU	TU9646_ORF_3	2597	+	2	677	796	120	1.1898	-0.408614813	0.003471524
MSU	TU9646_ORF_4	2597	+	3	1575	1694	120	0.6672	-0.573933247	0.000467241
MSU	TU9646_ORF_5	2597	+	1	2323	2439	117	1.0274	0.241122941	0.00968015
MSU	TU9647_ORF_1	625	+	3	351	467	117	1.0274	0.241122941	0.122831991
MSU	TU9648_ORF_1	610	+	3	336	452	117	1.0274	0.241122941	0.125030421
MSU	TU9650_ORF_1	3096	+	1	826	1005	180	0.7841	-0.380683166	0.000923303
MSU	TU9650_ORF_2	3096	+	2	1067	1219	153	0.9299	-0.058493161	0.002465943
MSU	TU9650_ORF_3	3096	+	1	2074	2193	120	0.6672	-0.573933247	0.000238283
MSU	TU9650_ORF_4	3096	+	3	1176	1295	120	1.1898	-0.408614813	0.001773012
MSU	TU9650_ORF_5	3096	+	2	2822	2938	117	1.0274	0.241122941	0.00495906
MSU	TU9651_ORF_1	2582	+	3	312	491	180	0.7841	-0.380683166	0.001846228
MSU	TU9651_ORF_2	2582	+	1	553	705	153	0.9299	-0.058493161	0.004923275
MSU	TU9651_ORF_3	2582	+	2	662	781	120	1.1898	-0.408614813	0.003542284
MSU	TU9651_ORF_4	2582	+	3	1560	1679	120	0.6672	-0.573933247	0.000476794
MSU	TU9651_ORF_5	2582	+	1	2308	2424	117	1.0274	0.241122941	0.009876205
MSU	TU9653_ORF_1	387	+	3	87	182	96	0.9705	-0.310266341	0.034587765
MSU	TU9653_ORF_2	387	+	2	95	178	84	0.9376	-0.3888294	0.023540019
MSU	TU10040_ORF_1	770	+	3	24	275	252	0.5412	-0.385338773	0.018525287
MSU	TU10040_ORF_2	770	+	1	133	339	207	0.446	-0.354140994	0.01008219
MSU	TU10040_ORF_3	770	+	2	185	388	204	0.6029	-0.465092665	0.012179675
MSU	TU10040_ORF_4	770	+	3	300	392	93	0.6676	-0.586247025	0.004197367
MSU	TU10064_ORF_1	782	+	3	9	230	222	0.5021	0.045631862	0.03429102
MSU	TU10064_ORF_2	782	+	2	137	247	111	0.5488	0.11682535	0.017893126
MSU	TU10064_ORF_3	782	+	1	49	150	102	0.7718	0.041920056	0.027201895
MSU	TU10064_ORF_4	782	+	2	584	667	84	0.7995	-0.961204418	0.002333865
MSU	TU10406_ORF_1	950	+	1	76	219	144	0.6243	-0.633760687	0.004036342
MSU	TU10406_ORF_2	950	+	3	420	524	105	0.6512	-0.527480647	0.004007949
MSU	TU10406_ORF_3	950	+	1	403	492	90	0.6733	-0.551657641	0.003547204
MSU	TU10406_ORF_4	950	+	2	398	478	81	0.6225	-0.628533903	0.002331677
MSU	TU10406_ORF_5	950	+	2	575	652	78	0.7092	-1.303257732	0.00058865
MSU	TU10403_ORF_1	1614	+	2	317	526	210	0.3838	-0.390145281	0.002527772
MSU	TU10403_ORF_2	1614	+	1	415	603	189	0.6421	-0.346487243	0.005156697
MSU	TU10403_ORF_3	1614	+	2	1196	1312	117	0.8905	-0.224448764	0.007841837
MSU	TU10403_ORF_4	1614	+	2	896	1006	111	0.8191	-0.307788713	0.004899551
MSU	TU10403_ORF_5	1614	+	3	435	542	108	0.6482	-0.401949496	0.002252881
MSU	TU10404_ORF_1	1640	+	1	343	552	210	0.3838	-0.390145281	0.002440803
MSU	TU10404_ORF_2	1640	+	3	441	629	189	0.6421	-0.346487243	0.004979731
MSU	TU10404_ORF_3	1640	+	1	1222	1338	117	0.8905	-0.224448764	0.007573424
MSU	TU10404_ORF_4	1640	+	1	922	1032	111	0.8191	-0.307788713	0.004731367
MSU	TU10404_ORF_5	1640	+	2	461	568	108	0.6482	-0.401949496	0.002175349
MSU	TU10402_ORF_1	801	+	2	383	499	117	0.8905	-0.224448764	0.023137003
MSU	TU10402_ORF_2	801	+	2	83	193	111	0.8191	-0.307788713	0.014540016
MSU	TU10402_ORF_3	801	+	3	120	224	105	0.9636	-0.078397993	0.036503304
MSU	TU10402_ORF_4	801	+	1	268	351	84	0.7526	-0.089380087	0.015733511
MSU	TU10405_ORF_1	1956	+	1	1144	1371	228	0.6912	-0.505339535	0.003652679
MSU	TU10405_ORF_2	1956	+	3	951	1094	144	0.8253	-0.045659912	0.007882195
MSU	TU10405_ORF_3	1956	+	2	383	499	117	0.8905	-0.224448764	0.004956499
MSU	TU10405_ORF_4	1956	+	2	83	193	111	0.8191	-0.307788713	0.003093427
MSU	TU10405_ORF_5	1956	+	3	120	224	105	0.9636	-0.078397993	0.007904871
MSU	TU10587_ORF_1	1324	+	2	254	502	249	0.8153	-0.084224598	0.04006452
MSU	TU10587_ORF_2	1324	+	3	927	1097	171	0.6282	-0.304621403	0.006878267
MSU	TU10587_ORF_3	1324	+	2	644	790	147	1.0354	-0.569875919	0.010297696
MSU	TU10587_ORF_4	1324	+	3	453	545	93	1.1285	-0.276376768	0.017092742
MSU	TU10622_ORF_1	790	+	1	445	594	150	0.7524	-0.23380044	0.020145274
MSU	TU10622_ORF_2	790	+	3	195	338	144	0.3592	-1.189392931	0.000584987
MSU	TU10622_ORF_3	790	+	3	60	185	126	0.6322	-0.46245589	0.00658591
MSU	TU10622_ORF_4	790	+	1	295	393	99	0.4403	-1.323900135	0.000365397
MSU	TU10623_ORF_1	455	+	3	60	197	138	0.8686	-0.111849705	0.052781816
MSU	TU10619_ORF_1	643	+	1	67	315	249	0.5202	-0.062064562	0.042531756
MSU	TU10619_ORF_2	643	+	3	30	176	147	0.7077	0.293044647	0.070035024
MSU	TU10619_ORF_3	643	+	2	236	322	87	0.8171	-0.050936764	0.026465618
MSU	TU10627_ORF_1	398	+	2	146	256	111	0.7685	-0.729129989	0.007850322
MSU	TU10628_ORF_1	402	+	3	150	260	111	0.7685	-0.729129989	0.007808376
MSU	TU10629_ORF_1	385	+	1	133	243	111	0.7685	-0.729129989	0.007988194
MSU	TU10631_ORF_1	389	+	2	137	247	111	0.7685	-0.729129989	0.007945518
MSU	TU10948_ORF_1	567	+	1	367	507	141	0.5968	-0.298541569	0.013409464
MSU	TU10948_ORF_2	567	+	3	42	176	135	0.9419	-0.321044674	0.034190243
MSU	TU10948_ORF_3	567	+	3	450	533	84	0.8501	-0.529120168	0.010203802
MSU	TU10948_ORF_4	567	+	1	214	291	78	0.7439	-0.932158879	0.002671261
MSU	TU10949_ORF_1	502	+	3	42	176	135	0.9419	-0.321044674	0.037209173
MSU	TU10949_ORF_2	502	+	2	320	442	123	0.5563	-0.343026633	0.009937229
MSU	TU10949_ORF_3	502	+	1	385	468	84	0.8501	-0.529120168	0.011129183
MSU	TU10949_ORF_4	502	+	1	214	291	78	0.7439	-0.932158879	0.002915529
MSU	TU10950_ORF_1	420	+	1	220	360	141	0.5968	-0.298541569	0.016304839
MSU	TU10950_ORF_2	420	+	1	34	144	111	0.7309	-0.609392078	0.009034285
MSU	TU10950_ORF_3	420	+	3	303	386	84	0.8501	-0.529120168	0.012415721
MSU	TU10951_ORF_1	409	+	2	227	349	123	0.5563	-0.343026633	0.011251525
MSU	TU10951_ORF_2	409	+	1	88	198	111	0.7309	-0.609392078	0.0091682
MSU	TU10951_ORF_3	409	+	1	292	375	84	0.8501	-0.529120168	0.012599121
MSU	TU11143_ORF_1	985	+	3	219	332	114	0.5334	-0.191029774	0.006438369
MSU	TU11144_ORF_1	980	+	3	219	332	114	0.5334	-0.191029774	0.00648169
MSU	TU11137_ORF_1	1491	+	1	973	1218	246	0.805	-0.042616388	0.033560118
MSU	TU11137_ORF_2	1491	+	1	412	642	231	0.5183	-0.072375043	0.011559062
MSU	TU11137_ORF_3	1491	+	2	1262	1489	228	0.5542	-0.316118332	0.007037891
MSU	TU11137_ORF_4	1491	+	1	682	867	186	0.6454	-0.210703083	0.008270315
MSU	TU11137_ORF_5	1491	+	2	371	514	144	0.6841	-0.033223778	0.009822943
MSU	TU11138_ORF_1	1562	+	3	1044	1289	246	0.805	-0.042616388	0.030586693
MSU	TU11138_ORF_2	1562	+	1	412	651	240	0.7613	-0.309430126	0.013596406
MSU	TU11138_ORF_3	1562	+	1	1333	1560	228	0.5542	-0.316118332	0.006398775
MSU	TU11138_ORF_4	1562	+	3	753	938	186	0.6454	-0.210703083	0.00752013
MSU	TU11138_ORF_5	1562	+	2	371	514	144	0.6841	-0.033223778	0.008933191
MSU	TU11139_ORF_1	1557	+	1	1039	1284	246	0.805	-0.042616388	0.030787464
MSU	TU11139_ORF_2	1557	+	1	412	651	240	0.7613	-0.309430126	0.013687227
MSU	TU11139_ORF_3	1557	+	2	1328	1555	228	0.5542	-0.316118332	0.006441832
MSU	TU11139_ORF_4	1557	+	3	753	953	201	0.7237	-0.266970745	0.009596847
MSU	TU11139_ORF_5	1557	+	2	371	514	144	0.6841	-0.033223778	0.008993147
MSU	TU11140_ORF_1	1436	+	3	918	1163	246	0.805	-0.042616388	0.036053413
MSU	TU11140_ORF_2	1436	+	3	357	587	231	0.5183	-0.072375043	0.012438862
MSU	TU11140_ORF_3	1436	+	1	1207	1434	228	0.5542	-0.316118332	0.007576206
MSU	TU11140_ORF_4	1436	+	3	627	812	186	0.6454	-0.210703083	0.008902051
MSU	TU11140_ORF_5	1436	+	1	316	459	144	0.6841	-0.033223778	0.010572014
MSU	TU11141_ORF_1	1486	+	2	968	1213	246	0.805	-0.042616388	0.033779726
MSU	TU11141_ORF_2	1486	+	1	412	642	231	0.5183	-0.072375043	0.011636435
MSU	TU11141_ORF_3	1486	+	3	1257	1484	228	0.5542	-0.316118332	0.007085217
MSU	TU11141_ORF_4	1486	+	1	682	882	201	0.7237	-0.266970745	0.010551996
MSU	TU11141_ORF_5	1486	+	2	371	514	144	0.6841	-0.033223778	0.009888811
MSU	TU11142_ORF_1	1584	+	1	412	651	240	0.7613	-0.309430126	0.013203803
MSU	TU11142_ORF_2	1584	+	3	1257	1484	228	0.5542	-0.316118332	0.006212699
MSU	TU11142_ORF_3	1584	+	3	753	953	201	0.7237	-0.266970745	0.009256536
MSU	TU11142_ORF_4	1584	+	1	1360	1557	198	0.5656	-0.323827903	0.004850932
MSU	TU11142_ORF_5	1584	+	2	1016	1213	198	0.5043	-0.046688887	0.00778499
MSU	TU11346_ORF_1	606	+	1	361	471	111	0.6566	-0.306568	0.011529834
MSU	TU11346_ORF_2	606	+	3	138	248	111	0.7712	-0.089137532	0.027225177
MSU	TU11346_ORF_3	606	+	2	416	517	102	0.7319	-0.453928449	0.009450129
MSU	TU11510_ORF_1	2776	+	2	53	337	285	1.0001	-0.043313188	0.015522805
MSU	TU11510_ORF_2	2776	+	2	2411	2650	240	0.6932	0.069798748	0.005361735
MSU	TU11510_ORF_3	2776	+	1	1021	1242	222	0.5775	-0.100759917	0.002132151
MSU	TU11510_ORF_4	2776	+	2	1442	1621	180	0.5491	-0.254940201	0.00093158
MSU	TU11510_ORF_5	2776	+	3	2472	2633	162	0.8008	-0.22910636	0.001835351
MSU	TU11511_ORF_1	1724	+	2	53	337	285	1.0001	-0.043313188	0.061245129
MSU	TU11511_ORF_2	1724	+	1	1021	1242	222	0.5775	-0.100759917	0.008763488
MSU	TU11511_ORF_3	1724	+	2	1442	1621	180	0.5491	-0.254940201	0.003843326
MSU	TU11511_ORF_4	1724	+	3	1488	1595	108	0.8286	-0.364989394	0.00369637
MSU	TU11511_ORF_5	1724	+	2	1028	1129	102	0.7996	-0.395929418	0.002978124
MSU	TU11605_ORF_1	723	+	1	532	660	129	0.8102	-0.50148922	0.01161353
MSU	TU11605_ORF_2	723	+	3	231	335	105	0.7932	-0.529135813	0.008367149
MSU	TU11606_ORF_1	824	+	2	260	436	177	0.558	-0.361073978	0.009987262
MSU	TU11606_ORF_2	824	+	3	633	761	129	0.8102	-0.50148922	0.010148326
MSU	TU11606_ORF_3	824	+	1	256	354	99	0.5359	0.006773972	0.011295012
MSU	TU11609_ORF_1	927	+	2	260	436	177	0.9951	-0.109458423	0.058219481
MSU	TU11609_ORF_2	927	+	1	418	546	129	0.5122	-0.768650144	0.00187087
MSU	TU11609_ORF_3	927	+	1	736	864	129	0.8102	-0.50148922	0.008842625
MSU	TU11609_ORF_4	927	+	3	495	593	99	0.9166	-0.609761051	0.007272184
MSU	TU11610_ORF_1	987	+	2	260	436	177	0.9951	-0.109458423	0.053934153
MSU	TU11610_ORF_2	987	+	1	418	546	129	0.5122	-0.768650144	0.001725563
MSU	TU11610_ORF_3	987	+	1	796	924	129	0.8102	-0.50148922	0.00816026
MSU	TU11610_ORF_4	987	+	3	495	599	105	0.7932	-0.529135813	0.005873451
MSU	TU11611_ORF_1	764	+	2	260	430	171	0.7353	-0.401143334	0.016019082
MSU	TU11611_ORF_2	764	+	3	573	701	129	0.8102	-0.50148922	0.010995092
MSU	TU11611_ORF_3	764	+	1	256	354	99	0.5359	0.006773972	0.012236274
MSU	TU12680_ORF_1	788	+	3	147	332	186	0.4278	-0.591950118	0.004391154
MSU	TU12681_ORF_1	895	+	2	254	439	186	0.4278	-0.591950118	0.003802808
MSU	TU12681_ORF_2	895	+	1	43	120	78	0.6412	-0.238730301	0.006573857
MSU	TU12678_ORF_1	258	+	3	147	257	111	0.6555	-0.513822655	0.011182297
MSU	TU12679_ORF_1	365	+	2	254	364	111	0.6555	-0.513822655	0.009692904
MSU	TU12679_ORF_2	365	+	1	43	120	78	0.6412	-0.238730301	0.013352699
MSU	TU12853_ORF_1	534	+	2	347	496	150	0.4069	-0.548848365	0.0046768
MSU	TU12857_ORF_1	363	+	2	185	325	141	0.4069	-0.570553162	0.005161594
MSU	TU12860_ORF_1	519	+	2	365	481	117	0.4085	-0.592874006	0.003227177
MSU	TU12861_ORF_1	389	+	1	235	351	117	0.4085	-0.592874006	0.003843873
MSU	TU12915_ORF_1	538	+	1	97	396	300	0.5319	-0.530852064	0.026342501
MSU	TU13212_ORF_1	600	+	3	6	275	270	0.6668	-0.160527502	0.065723796
MSU	TU13212_ORF_2	600	+	2	317	454	138	0.9706	-0.185743202	0.049933773
MSU	TU13212_ORF_3	600	+	1	304	399	96	1.0021	0.470061516	0.161568413
