target_id	length	eff_length	est_counts	tpm
CG16957-PA	579	398.129	0	0
CG16957-PB	579	398.129	0	0
RpL24-PA	468	287.817	6231	186.523
RpL24-PB	468	287.817	6231	186.523
RpL24-PC	468	287.817	6231	186.523
Ing5-PA	858	676.76	4.90329	0.0624231
Ing5-PB	816	634.76	185.097	2.51236
CG18507-PA	1545	1363.76	649.808	4.10525
CG18507-PB	1542	1360.76	150.197	0.950983
CG18507-PC	1500	1318.76	0	0
CG18507-PD	1533	1351.76	885.532	5.64413
CG18507-PE	1533	1351.76	158.464	1.01
Gpo3-PE	447	267.26	0	0
Gpo3-PD	1881	1699.76	0	0
nur-PA	519	338.384	0	0
nur-PB	519	338.384	0	0
TM9SF4-PA	1893	1711.76	1332	6.70431
TM9SF4-PB	1893	1711.76	1332	6.70431
p38b-PA	1098	916.76	468	4.39828
Eato-PB	4794	4612.76	2578.73	4.81657
Eato-PC	1356	1174.76	202.268	1.48345
CG16863-PB	1986	1804.76	17.026	0.0812805
CG16863-PA	1668	1486.76	3.97397	0.023029
Sec71-PA	4962	4780.76	1704	3.0709
CAH1-PA	813	631.76	53	0.722797
CG16865-PA	744	562.76	60	0.918588
CG16865-PB	744	562.76	60	0.918588
Sos-PA	4791	4609.76	411	0.768168
Orc5-PA	1383	1201.76	21	0.150555
Polr2C-PA	828	646.76	328	4.36942
CenG1A-PB	2988	2806.76	109.567	0.336332
CenG1A-PA	2784	2602.76	39.4327	0.130531
CenG1A-PC	2292	2110.76	0	0
CG7916-PA	864	682.76	0	0
CG7953-PA	894	712.76	0	0
CG7953-PB	894	712.76	0	0
CG7968-PA	753	571.76	3	0.0452064
Ance-PA	1848	1666.76	130	0.67199
Ance-PB	1848	1666.76	130	0.67199
Ance-PC	1848	1666.76	130	0.67199
Ance-2-PA	1836	1654.76	0	0
Acyp-PA	363	186.988	0	0
Acyp-PB	363	186.988	0	0
Vajk3-PA	834	652.76	0	0
Vajk1-PA	1122	940.76	0	0
Vajk1-PB	1077	895.76	0	0
Smg5-PA	3534	3352.76	414.333	1.06473
Smg5-PB	3534	3352.76	414.333	1.06473
Smg5-PC	3534	3352.76	414.333	1.06473
CG8997-PA	783	601.76	0	0
CG8997-PB	783	601.76	0	0
CG33306-PA	735	553.815	0	0
CG33307-PA	513	332.417	0	0
CG33307-PB	513	332.417	0	0
Arpc1-PB	1134	952.76	229.5	2.07535
Arpc1-PA	1134	952.76	229.5	2.07535
PolG1-PA	3438	3256.76	98	0.259258
CG16888-PA	510	329.417	6	0.156927
Adat1-PA	1185	1003.76	23.5	0.201711
Adat1-PB	1185	1003.76	23.5	0.201711
CG16890-PA	777	595.76	56	0.809859
CG16890-PD	747	565.76	0	0
CG16890-PC	777	595.76	56	0.809859
CG9014-PA	987	805.76	0	0
CG9014-PB	987	805.76	0	0
DIP-kappa-PA	2019	1837.76	0	0
DIP-kappa-PB	1932	1750.76	1	0.00492114
NimB1-PA	1209	1027.76	0.968912	0.00812242
NimB1-PB	1212	1030.76	0.0310875	0.000259849
NimB5-PA	948	766.76	0.333333	0.00374552
NimB5-PB	948	766.76	0.333333	0.00374552
NimB5-PC	948	766.76	0.333333	0.00374552
Cyp28a5-PA	1518	1336.76	3	0.0193357
NimC2-PB	2106	1924.76	0	0
NimC2-PA	1947	1765.76	0	0
NimC2-PC	2106	1924.76	0	0
bgm-PA	2001	1819.76	582	2.75551
bgm-PC	2001	1819.76	582	2.75551
nAChRalpha5-PB	2427	2245.76	0	0
nAChRalpha5-PD	2427	2245.76	0	0
nAChRalpha5-PH	2427	2245.76	0	0
nAChRalpha5-PI	2514	2332.76	0	0
CG31769-PA	936	754.76	0	0
CG15293-PA	1002	820.76	2.5	0.0262432
CG15293-PC	1002	820.76	2.5	0.0262432
CG18095-PA	1647	1465.76	0	0
CG18095-PC	1647	1465.76	0	0
CG18095-PB	1695	1513.76	0	0
NimC3-PB	675	493.865	0	0
rk-PA	4083	3901.76	52	0.114825
He-PB	471	290.817	0	0
He-PC	471	290.817	0	0
NimB4-PA	1347	1165.76	0	0
NimB2-PA	1266	1084.76	3	0.0238276
CG32971-PA	438	258.55	0	0
CG32971-PB	438	258.55	0	0
CG32971-PC	438	258.55	0	0
CG33090-PB	2847	2665.76	0	0
CG33090-PC	2400	2218.76	13.2136	0.05131
CG33090-PD	2841	2659.76	0	0
CG33090-PE	2772	2590.76	41.7864	0.138964
CG15286-PA	1536	1354.76	0	0
CG15286-PB	1536	1354.76	0	0
Rab14-PA	648	466.865	0	0
Rab14-PB	720	538.815	472	7.54735
Rab14-PD	648	466.865	0	0
Pgant35A-PA	1899	1717.76	4.03298	0.0202282
CG15283-PB	381	203.727	3	0.126872
Cpr35B-PA	657	475.865	0	0
elB-PC	1659	1477.76	839.062	4.89196
elB-PD	1662	1480.76	225.938	1.31461
ppk-PA	1821	1639.76	10	0.0525427
mTTF-PA	1233	1051.76	161	1.31887
noc-PA	1614	1432.76	16.5	0.0992209
noc-PB	1614	1432.76	16.5	0.0992209
CG15282-PA	240	85.1171	0	0
CG15282-PC	240	85.1171	0	0
CG15282-PB	240	85.1171	0	0
CG3473-PA	456	276.097	0	0
CG3473-PB	456	276.097	0	0
CG31835-PA	1050	868.76	0	0
CG4691-PA	789	607.76	0	0
CSN1a-PA	1095	913.76	0	0
CG4701-PA	1155	973.76	0	0
CG3491-PA	5406	5224.76	0	0
ProtB-PA	435	255.627	0	0
ProtA-PA	441	261.419	0.5	0.0164788
ProtA-PB	441	261.419	0.5	0.0164788
CG15278-PD	570	389.129	0	0
CG15278-PE	591	410.088	0	0
CG15278-PF	579	398.129	0	0
CG4480-PB	819	637.76	0	0
CG4480-PC	819	637.76	0	0
CG15279-PB	1920	1738.76	3.25292e-05	1.61186e-07
CG15279-PA	1920	1738.76	3.25292e-05	1.61186e-07
CG15279-PD	1902	1720.76	6.99993	0.0350482
CG18420-PA	900	718.76	0	0
CG4650-PB	900	718.76	0	0
CG4650-PC	270	107.612	0	0
CG31775-PA	270	107.612	0	0
CG31775-PB	270	107.612	0	0
DCTN5-p25-PA	570	389.129	139	3.07761
NC2beta-PA	552	371.244	124	2.87776
GABA-B-R1-PB	2526	2344.76	0.5	0.00183723
GABA-B-R1-PC	2526	2344.76	0.5	0.00183723
CG33310-PB	2631	2449.76	0	0
yellow-c-PA	1317	1135.76	31.5	0.238955
yellow-c-PB	1317	1135.76	31.5	0.238955
Su(H)-PA	1785	1603.76	43.5	0.233691
Su(H)-PC	1785	1603.76	43.5	0.233691
CG15270-PA	4017	3835.76	0	0
CG15270-PB	3780	3598.76	0	0
CG15270-PC	3846	3664.76	0	0
CG15270-PD	3846	3664.76	0	0
CG15270-PE	3879	3697.76	0	0
CG15270-PF	3918	3736.76	2	0.00461134
CG15269-PA	1764	1582.76	0	0
stc-PB	3321	3139.76	990.229	2.71726
stc-PA	3300	3118.76	2905.26	8.02594
stc-PC	3288	3106.76	45.7442	0.126859
stc-PD	3309	3127.76	20.7657	0.0572014
dao-PA	2649	2467.76	0	0
dao-PB	2649	2467.76	0	0
dao-PC	2427	2245.76	1	0.00383645
ZnT35C-PA	1419	1237.76	0	0
ZnT35C-PB	1323	1141.76	0	0
CG4168-PC	3993	3811.76	0.5	0.00113015
CG4168-PB	3993	3811.76	0.5	0.00113015
vig-PD	1473	1291.76	68	0.453544
vig-PC	1473	1291.76	68	0.453544
vig-PA	1473	1291.76	68	0.453544
vig-PB	1473	1291.76	68	0.453544
TfIIS-PA	942	760.76	242	2.74069
TfIIS-PB	942	760.76	242	2.74069
ck-PA	6504	6322.76	253.75	0.345774
ck-PB	6504	6322.76	253.75	0.345774
ck-PC	6504	6322.76	253.75	0.345774
ck-PD	6504	6322.76	253.75	0.345774
CIAPIN1-PA	747	565.76	407	6.19805
CG31832-PB	684	502.815	0	0
CG15263-PA	879	697.76	0	0
ms(2)35Ci-PA	402	223.54	0	0
ms(2)35Ci-PC	402	223.54	0	0
CG15262-PA	1317	1135.76	1	0.00758588
CG4161-PA	1455	1273.76	0	0
CG4161-PB	1455	1273.76	0	0
sna-PA	1173	991.76	1	0.00868732
wor-PA	1647	1465.76	16	0.094048
CG15258-PA	591	410.088	0	0
nht-PB	738	556.76	0	0
CG15260-PB	693	511.815	0	0
CG15256-PB	441	261.419	0	0
CG15256-PC	441	261.419	0	0
kek3-PA	3066	2884.76	0	0
kek3-PB	3066	2884.76	0	0
CG11865-PA	723	541.815	0	0
CG7631-PA	765	583.76	0	0
CG18480-PA	1653	1471.76	0	0
CG18480-PB	1653	1471.76	0	0
CG18480-PC	1653	1471.76	0	0
CG18477-PA	1395	1213.76	1	0.00709839
CG18478-PA	885	703.76	0	0
CG31780-PB	1395	1213.76	1	0.00709839
CG31827-PA	885	703.76	0	0
Mtr4-PA	3168	2986.76	550	1.58655
CG3793-PA	1014	832.76	138.322	1.43108
CG3793-PB	1026	844.76	4.67823	0.0477134
CG31826-PB	807	625.76	13.5	0.185874
CG31826-PC	807	625.76	13.5	0.185874
Ku80-PA	2100	1918.76	77	0.34575
wek-PA	1413	1231.76	64	0.447658
wek-PB	1413	1231.76	64	0.447658
Gli-PA	2871	2689.76	79.2	0.25369
Gli-PC	2871	2689.76	79.2	0.25369
Gli-PD	2871	2689.76	79.2	0.25369
Gli-PE	2871	2689.76	79.2	0.25369
Gli-PF	2871	2689.76	79.2	0.25369
ND-B17-PA	504	323.515	629.5	16.7646
ND-B17-PC	504	323.515	629.5	16.7646
stol-PH	3816	3634.76	0	0
stol-PI	3816	3634.76	0	0
stol-PJ	3783	3601.76	5.66667	0.0135552
stol-PK	3783	3601.76	5.66667	0.0135552
stol-PL	3783	3601.76	5.66667	0.0135552
stol-PM	3783	3601.76	5.66667	0.0135552
stol-PN	3783	3601.76	5.66667	0.0135552
stol-PO	3783	3601.76	5.66667	0.0135552
Or35a-PB	1230	1048.76	1	0.00821517
CG15253-PA	762	580.76	0	0
CG15254-PA	765	583.76	0	0
CG15254-PB	765	583.76	0	0
Semp1-PA	756	574.76	5429	81.3816
CG15255-PA	786	604.76	9	0.128219
CG15255-PB	786	604.76	9	0.128219
CG18109-PA	5796	5614.76	0	0
CG13243-PA	1218	1036.76	3	0.0249308
CG13243-PB	1218	1036.76	3	0.0249308
Tektin-A-PA	1758	1576.76	0	0
Tektin-A-PB	1758	1576.76	0	0
CG31735-PA	939	757.76	0	0
CG31735-PC	939	757.76	0	0
CG13244-PA	309	139.698	0	0
CG4793-PD	2733	2551.76	0	0
CG12448-PC	1059	877.76	0	0
CG18063-PC	1119	937.76	0	0
CG18063-PD	1116	934.76	0	0
CG18063-PE	1119	937.76	0	0
CG10839-PA	549	368.244	0	0
CG10839-PC	549	368.244	0	0
CG10839-PB	549	368.244	0	0
beat-Ic-PA	1605	1423.76	56.3333	0.340895
beat-Ic-PB	1605	1423.76	56.3333	0.340895
beat-Ic-PC	1605	1423.76	56.3333	0.340895
CG13245-PA	243	87.451	11	1.08373
CG13245-PC	243	87.451	11	1.08373
CG13245-PB	243	87.451	11	1.08373
BicC-PB	2718	2536.76	0	0
BicC-PD	2358	2176.76	1	0.00395806
BicC-PA	2718	2536.76	0	0
beat-Ia-PA	1284	1102.76	0	0
beat-Ia-PB	1314	1132.76	0	0
CG31820-PA	189	51.5825	0.5	0.0835141
CG31820-PB	189	51.5825	0.5	0.0835141
beat-Ib-PA	984	802.76	15	0.16099
beat-Ib-PB	984	802.76	15	0.16099
CG31821-PA	1284	1102.76	7.5	0.0585967
CG31821-PB	1284	1102.76	7.5	0.0585967
CG31823-PA	1284	1102.76	0	0
Tep1-PA	4065	3883.76	0	0
CG7653-PC	2133	1951.76	0	0
CG18518-PA	999	817.76	1	0.0105358
CG4891-PA	909	727.76	0	0
CG4892-PB	716	534.815	0	0
CG31819-PA	1494	1312.76	0	0
EndoGI-PA	1080	898.76	181	1.73511
EndoGI-PB	1080	898.76	181	1.73511
EndoGI-PC	1080	898.76	181	1.73511
CG4935-PA	927	745.76	17	0.1964
pkaap-PA	1869	1687.76	208	1.06181
CG17329-PA	489	308.609	1	0.0279179
Cyp303a1-PA	1512	1330.76	7.5	0.0485573
Cyp303a1-PB	1512	1330.76	7.5	0.0485573
CG17328-PA	1242	1060.76	36	0.2924
CG17328-PB	1149	967.76	0	0
c(2)M-PA	1713	1531.76	0	0
Syx5-PB	1404	1222.76	1481	10.4353
Syx5-PA	1404	1222.76	1481	10.4353
fzy-PA	1581	1399.76	0	0
CG4278-PA	879	697.76	250	3.08693
CG4440-PA	240	85.1171	0	0
CG4440-PB	240	85.1171	0	0
CG4455-PA	381	203.727	107	4.52511
CaBP1-PA	1302	1120.76	6798.5	52.2629
CaBP1-PB	1302	1120.76	6798.5	52.2629
chif-PA	5136	4954.76	330.062	0.573938
chif-PB	5088	4906.76	133.283	0.23403
chif-PD	5088	4906.76	133.283	0.23403
chif-PE	1731	1549.76	28.9568	0.160983
CG31817-PB	7062	6880.76	13	0.0162779
mRpL4-PA	891	709.76	284	3.44746
cact-PA	1503	1321.76	198.29	1.29253
cact-PB	1503	1321.76	198.29	1.29253
cact-PC	1449	1267.76	152.838	1.03869
cact-PD	1503	1321.76	198.29	1.29253
cact-PE	1503	1321.76	198.29	1.29253
cni-PA	435	255.627	41	1.38188
cni-PB	435	255.627	41	1.38188
cni-PC	435	255.627	41	1.38188
CG5861-PA	684	502.815	144	2.46744
GMF-PA	417	237.873	115	4.1653
heix-PA	1080	898.76	294	2.81836
CG13258-PA	615	434.088	0	0
CG13258-PB	639	457.911	0	0
crp-PA	1896	1714.76	549.5	2.76094
crp-PB	1896	1714.76	549.5	2.76094
twe-PA	1281	1099.76	1.5	0.0117513
twe-PB	1281	1099.76	1.5	0.0117513
twe-PC	1281	1099.76	1.5	0.0117513
twe-PD	1281	1099.76	1.5	0.0117513
PRL-1-PA	531	350.315	269.25	6.622
PRL-1-PB	531	350.315	269.25	6.622
PRL-1-PC	531	350.315	269.25	6.622
PRL-1-PD	531	350.315	269.25	6.622
Idgf1-PA	1320	1138.76	10	0.075659
Idgf2-PA	1323	1141.76	10.5718	0.0797753
Idgf2-PC	1107	925.76	1.71408	0.0159523
Idgf2-PB	1107	925.76	1.71408	0.0159523
Idgf3-PC	1326	1144.76	26.75	0.201327
Idgf3-PB	1326	1144.76	26.75	0.201327
Idgf3-PA	1326	1144.76	26.75	0.201327
Idgf3-PD	1326	1144.76	26.75	0.201327
Nepl8-PA	1860	1678.76	0	0
Tpr2-PA	1527	1345.76	681.341	4.36204
Tpr2-PB	1395	1213.76	25.9032	0.183871
Tpr2-PC	1437	1255.76	27.5125	0.188763
Tpr2-PD	1527	1345.76	681.341	4.36204
Tpr2-PE	1395	1213.76	25.9032	0.183871
CG31816-PA	294	127.054	0	0
CG31815-PA	1332	1150.76	3	0.022461
CG4631-PA	2391	2209.76	4	0.0155958
CG5968-PA	480	299.7	0	0
CG5968-PB	480	299.7	0	0
CG5953-PA	2106	1924.76	80.6532	0.361025
CG5953-PB	2106	1924.76	80.6532	0.361025
CG5953-PC	1422	1240.76	123.04	0.854383
CG5953-PD	2106	1924.76	80.6532	0.361025
CG5888-PA	1368	1186.76	1	0.00725988
CG5888-PB	1368	1186.76	1	0.00725988
her-PA	1464	1282.76	101	0.678373
her-PB	1464	1282.76	101	0.678373
Tsen2-PB	702	520.815	12	0.198514
CG17904-PA	936	754.76	433	4.94278
ChLD3-PA	1734	1552.76	0	0
BuGZ-PA	1074	892.76	225.537	2.17659
BuGZ-PB	1689	1507.76	0	0
BuGZ-PE	1707	1525.76	3.69998	0.0208933
BuGZ-PF	1869	1687.76	223.757	1.14224
BuGZ-PG	1431	1249.76	79.006	0.544661
BuGZ-PC	1689	1507.76	0	0
BuGZ-PD	1689	1507.76	0	0
yellow-b-PA	1362	1180.76	13.5	0.0985065
yellow-b-PB	1362	1180.76	13.5	0.0985065
CG17928-PA	1326	1144.76	5	0.0376312
CG17928-PB	1326	1144.76	5	0.0376312
Ugt37C2-PA	1572	1390.76	0	0
Ugt37C2-PB	1572	1390.76	0	0
Ugt37E1-PA	1620	1438.76	0	0
Ugt37D1-PA	1632	1450.76	7	0.0415714
Ugt37D1-PB	1632	1450.76	7	0.0415714
Ugt37D1-PC	1632	1450.76	7	0.0415714
mdy-PA	1698	1516.76	3.5	0.0198813
mdy-PB	1698	1516.76	3.5	0.0198813
mdy-PC	1698	1516.76	3.5	0.0198813
mdy-PE	1698	1516.76	3.5	0.0198813
AspRS-m-PA	3249	3067.76	0	0
AspRS-m-PB	3249	3067.76	0	0
AspRS-m-PD	3420	3238.76	363	0.965651
CG6012-PA	927	745.76	0	0
CG31809-PB	951	769.76	4.5	0.0503674
CG31809-PC	951	769.76	4.5	0.0503674
CG31810-PA	975	793.76	0	0
CG13284-PA	978	796.76	0	0
CG13284-PB	1020	838.76	938.211	9.6373
CG13284-PE	978	796.76	0	0
CG13284-PC	1017	835.76	266.578	2.74812
CG13284-PD	1020	838.76	938.211	9.6373
Nepl9-PA	1959	1777.76	20	0.096928
CG13282-PA	1455	1273.76	166	1.12283
CG13282-PB	1455	1273.76	166	1.12283
Cse1-PA	2928	2746.76	389	1.22017
CG13280-PA	1422	1240.76	0	0
CG13280-PB	1260	1078.76	0	0
ppk17-PA	1296	1114.76	0	0
ppk17-PB	1296	1114.76	0	0
glu-PA	4230	4048.76	160	0.340479
Prosbeta4-PA	606	425.088	509	10.3165
Prosbeta4-PB	606	425.088	509	10.3165
CG17996-PA	357	181.607	196	9.29854
VhaSFD-PA	1407	1225.76	494.252	3.47404
VhaSFD-PB	1629	1447.76	992.497	5.90643
VhaSFD-PD	1326	1144.76	0	0
VhaSFD-PE	1407	1225.76	494.252	3.47404
CG31808-PC	171	40.7026	121	25.6127
CG31807-PA	468	287.817	0	0
CG31807-PB	429	249.678	0	0
Trpgamma-PA	3387	3205.76	0.5	0.00134379
Trpgamma-PB	3387	3205.76	0.5	0.00134379
Trpgamma-PD	3567	3385.76	0	0
CG31743-PA	990	808.76	52	0.553957
CG31743-PB	990	808.76	52	0.553957
beat-IIIb-PC	654	472.865	0	0
beat-IIIb-PD	1215	1033.76	63	0.525065
CG31806-PA	456	276.097	1.5	0.0468082
CG31806-PB	456	276.097	1.5	0.0468082
CG15136-PA	573	392.129	0	0
CG15136-PB	573	392.129	0	0
CG6304-PA	1269	1087.76	0	0
CG6304-PB	1269	1087.76	0	0
ApepP-PA	1842	1660.76	305	1.58229
ApepP-PB	1842	1660.76	305	1.58229
CG12288-PA	1308	1126.76	66	0.504667
CG31805-PD	291	124.476	0	0
CG31805-PB	1812	1630.76	0	0
CG31805-PC	1926	1744.76	0	0
CG6115-PA	258	98.6479	176.5	15.4152
CG6115-PB	258	98.6479	176.5	15.4152
CG32832-PA	423	243.727	0	0
CG32832-PB	423	243.727	0	0
Gr36a-PA	1176	994.76	1	0.00866113
Gr36b-PA	1176	994.76	0	0
Gr36c-PA	1173	991.76	0	0
CG31750-PA	1233	1051.76	0	0
CG31804-PA	639	457.911	1	0.0188153
Lrch-PA	2430	2248.76	70.9002	0.271642
Lrch-PB	3408	3226.76	0	0
Lrch-PC	3240	3058.76	87.0998	0.245338
CG6380-PA	882	700.76	3	0.0368846
CG6380-PB	882	700.76	3	0.0368846
beat-IIIc-PA	1152	970.76	14.581	0.12941
beat-IIIc-PB	1086	904.76	40.419	0.384897
CG31784-PC	2292	2110.76	0	0
CLIP-190-PA	5073	4891.76	3.1268	0.00550715
CLIP-190-PC	4959	4777.76	0	0
CLIP-190-PB	5070	4888.76	153.573	0.270651
CLIP-190-PM	5007	4825.76	36.5998	0.065344
CLIP-190-PN	4797	4615.76	3.17067e-05	5.91835e-08
CLIP-190-PO	1371	1189.76	1821.61	13.1913
CLIP-190-PI	1098	916.76	982.924	9.23755
CLIP-190-PJ	987	805.76	1002.91	10.7239
CLIP-190-PV	984	802.76	1391.81	14.9378
CLIP-190-PP	4872	4690.76	0	0
CLIP-190-PQ	936	754.76	354.189	4.04314
CLIP-190-PR	4806	4624.76	0	0
CLIP-190-PS	4962	4780.76	136.883	0.246686
CLIP-190-PT	921	739.76	0	0
CLIP-190-PW	5388	5206.76	2763.37	4.57261
CG15141-PA	1215	1033.76	99	0.825103
CG5043-PA	1500	1318.76	0	0
CG5050-PA	984	802.76	0	0
CG5050-PB	984	802.76	0	0
Sgt-PA	996	814.76	1352.5	14.3021
Sgt-PB	996	814.76	1352.5	14.3021
Lamtor3-PA	375	197.991	109	4.74322
Lamtor3-PB	375	197.991	109	4.74322
CG5131-PA	852	670.76	94	1.20741
Dhc36C-PB	12075	11893.8	4.99997	0.00362194
Dhc36C-PC	12198	12016.8	2.66976e-05	1.91415e-08
Oli-PA	699	517.815	0	0
Oli-PD	699	517.815	0	0
Oli-PB	699	517.815	0	0
Oli-PC	699	517.815	0	0
CG15147-PA	441	261.419	0	0
CG6870-PA	414	234.968	0.5	0.0183339
CG6870-PB	414	234.968	0.5	0.0183339
CG7094-PA	1173	991.76	0	0
CG15145-PA	2631	2449.76	0	0
CG15144-PB	3117	2935.76	0	0
CG15143-PA	3459	3277.76	0	0
mEFTs-PA	957	775.76	288	3.19858
CG15142-PA	621	440.088	0	0
qua-PA	2664	2482.76	4.02792	0.0139778
qua-PB	2667	2485.76	0.968777	0.00335782
qua-PC	2679	2497.76	0.00329792	1.13758e-05
GCS2beta-PA	1647	1465.76	1835	10.7861
GCS2beta-PB	1647	1465.76	1835	10.7861
fws-PC	2256	2074.76	362.2	1.50409
fws-PA	2256	2074.76	362.2	1.50409
fws-PD	2256	2074.76	362.2	1.50409
fws-PH	2256	2074.76	362.2	1.50409
fws-PI	2256	2074.76	362.2	1.50409
BicD-PA	2349	2167.76	0	0
BicD-PC	2349	2167.76	0	0
BicD-PD	2409	2227.76	1015.7	3.92817
BicD-PB	2253	2071.76	98.2976	0.408786
CG18563-PB	1140	958.76	1	0.00898634
SPH93-PA	1485	1303.76	0	0
Dif-PA	2004	1822.76	197.298	0.932581
Dif-PB	2004	1822.76	197.298	0.932581
Dif-PC	2964	2782.76	1001.1	3.09953
Dif-PD	2004	1822.76	197.298	0.932581
Rsph9-PA	846	664.76	3	0.038882
Polr2J-PA	354	178.828	88	4.23974
CG5674-PA	1470	1288.76	112.628	0.752955
CG5674-PB	459	278.93	46.9615	1.45057
CG5674-PE	1338	1156.76	10.14	0.0755244
CG5674-PD	1191	1009.76	61.27	0.522784
CG5681-PA	1608	1426.76	0	0
Prosbeta5R2-PA	840	658.76	0	0
Prosbeta5R2-PB	840	658.76	0	0
CG5693-PA	219	70.7747	0	0
CG31740-PA	186	49.6409	1	0.173561
Arr1-PA	1095	913.76	0	0
Arr1-PB	1095	913.76	0	0
Arr1-PC	1053	871.76	0	0
ninaD-PA	1542	1360.76	0	0
ninaD-PB	1248	1066.76	0	0
CG31741-PA	1476	1294.76	0	0
Slc25A46b-PA	1353	1171.76	0	0
CG15152-PA	339	165.412	26.5	1.38029
CG15152-PB	339	165.412	26.5	1.38029
Socs36E-PA	1902	1720.76	0	0
Socs36E-PC	1902	1720.76	0	0
Socs36E-PD	2214	2032.76	169	0.716297
CG31785-PB	1143	961.76	4	0.0358332
CG15153-PA	1095	913.76	0	0
elfless-PB	690	508.815	0	0
elfless-PC	690	508.815	0	0
btv-PD	12711	12529.8	40	0.0275049
CG15155-PA	777	595.76	0	0
CG15155-PB	774	592.76	0	0
CG5783-PA	864	682.76	125	1.57737
CG5790-PA	1998	1816.76	0	0
CG5790-PB	1998	1816.76	0	0
Fas3-PA	1527	1345.76	0	0
Fas3-PB	1206	1024.76	0	0
Fas3-PC	1428	1246.76	496.515	3.43117
Fas3-PD	1734	1552.76	64.9836	0.360572
Fas3-PE	1734	1552.76	64.9836	0.360572
Fas3-PG	1674	1492.76	18.518	0.10688
Fas3-PF	1206	1024.76	0	0
Acp36DE-PA	2739	2557.76	382946	1289.94
Acp36DE-PB	2739	2557.76	382946	1289.94
CG31787-PA	699	517.815	44	0.7321
CG31788-PA	180	45.8926	919.5	172.624
CG31788-PB	180	45.8926	919.5	172.624
CG31802-PA	561	380.244	0	0
JMJD4-PA	1278	1096.76	45.5	0.357431
JMJD4-PB	1278	1096.76	45.5	0.357431
Ntf-2r-PA	393	215.048	1	0.0400642
grnd-PB	726	544.815	141	2.22978
grnd-PC	726	544.815	141	2.22978
Ugt301D1-PA	1593	1411.76	40	0.244113
Ugt301D1-PB	1593	1411.76	40	0.244113
CG10211-PA	4185	4003.76	1	0.00215191
CG10211-PB	4185	4003.76	1	0.00215191
CG15160-PA	2469	2287.76	181.493	0.683505
CG15160-PB	2457	2275.76	0.0279875	0.000105957
CG15160-PC	2505	2323.76	57.4792	0.213114
CG31789-PA	354	178.828	0	0
CG31789-PB	354	178.828	0	0
CG31789-PC	354	178.828	0	0
CG10333-PA	2469	2287.76	394	1.48381
MESR3-PA	846	664.76	0	0
MESR3-PB	900	718.76	444	5.32221
MESR3-PC	846	664.76	0	0
MESR3-PD	843	661.76	0	0
Cyp310a1-PA	1479	1297.76	2	0.0132779
IFT46-PA	1251	1069.76	0	0
Atac2-PA	2325	2143.76	150	0.602848
CG10413-PA	2826	2644.76	1094.5	3.56551
CG10413-PB	2826	2644.76	1094.5	3.56551
amos-PA	597	416.088	0	0
kon-PB	7146	6964.76	226.667	0.280397
kon-PC	7146	6964.76	226.667	0.280397
kon-PD	7146	6964.76	226.667	0.280397
CG10283-PA	2193	2011.76	28.1505	0.12056
CG10283-PB	2193	2011.76	28.1505	0.12056
CG10283-PC	2241	2059.76	36.3495	0.152046
CG10283-PD	2241	2059.76	36.3495	0.152046
CG10336-PA	924	742.76	13	0.150795
CG10336-PC	924	742.76	13	0.150795
CG10338-PA	1254	1072.76	128	1.02802
CG10338-PB	1254	1072.76	128	1.02802
CG10341-PA	1695	1513.76	303.091	1.72508
CG10341-PC	1692	1510.76	11.9094	0.0679181
CG10343-PA	645	463.865	336	6.2408
Grip71-PA	1941	1759.76	20	0.0979195
CG15167-PA	351	176.321	0	0
CG17325-PA	234	80.968	18.3333	1.95083
CG17325-PB	234	80.968	18.3333	1.95083
CG17325-PC	234	80.968	18.3333	1.95083
Ugt36F1-PB	1578	1396.76	2	0.0123368
Ugt36D1-PA	1560	1378.76	178.5	1.11543
Ugt36D1-PE	1560	1378.76	178.5	1.11543
Ugt36D1-PC	1560	1378.76	178.5	1.11543
Ugt36D1-PD	1560	1378.76	178.5	1.11543
Ugt36E1-PC	1554	1372.76	55.25	0.346761
Ugt36E1-PD	1554	1372.76	55.25	0.346761
Ugt36E1-PA	1554	1372.76	55.25	0.346761
Ugt36E1-PB	1554	1372.76	55.25	0.346761
ScpX-PA	1635	1453.76	662.331	3.92532
CG17321-PA	1122	940.76	1	0.00915828
CG17321-PB	1122	940.76	1	0.00915828
tup-PA	1605	1423.76	0	0
tup-PB	1398	1216.76	0	0
tup-PC	1605	1423.76	0	0
CG33120-PA	2070	1888.76	4	0.0182463
CG31752-PB	1233	1051.76	5	0.0409587
CG10600-PC	4131	3949.76	0	0
CG10600-PA	4134	3952.76	887	1.93337
CG10600-PB	4221	4039.76	0	0
CG17597-PA	1224	1042.76	301.834	2.49389
CG17597-PB	1224	1042.76	301.834	2.49389
CG10570-PA	222	72.7841	434.667	51.4532
CG10570-PC	222	72.7841	434.667	51.4532
CG10570-PB	222	72.7841	434.667	51.4532
ham-PB	2973	2791.76	0	0
ham-PD	2973	2791.76	0	0
ham-PE	1902	1720.76	58.4425	0.292618
ham-PG	3327	3145.76	994.845	2.72472
ham-PH	3195	3013.76	84.7124	0.242176
CG10348-PC	1623	1441.76	0	0
CG10348-PB	1623	1441.76	0	0
Irk3-PA	1329	1147.76	0	0
Irk3-PC	618	437.088	1	0.0197117
Irk3-PD	1341	1159.76	0	0
