target_id	length	eff_length	est_counts	tpm
CG31875-PC	486	343.533	2.25	0.0869519
CG31875-PD	486	343.533	2.25	0.0869519
me31B-PA	1380	1237.5	861	9.23684
me31B-PB	1287	1144.5	0	0
CG31717-PA	615	472.497	80	2.24779
CG31717-PB	615	472.497	80	2.24779
Ror-PA	2058	1915.5	0	0
CG4953-PA	1317	1174.5	95	1.07383
CG4957-PA	741	598.497	70	1.55275
CG4968-PA	789	646.497	500	10.2676
CG4972-PA	1686	1543.5	673	5.7886
CG4995-PA	1200	1057.5	30	0.376623
CG4995-PC	1083	940.497	0	0
CG4995-PB	1200	1057.5	30	0.376623
CG4995-PD	1083	940.497	0	0
Cox10-PA	1176	1033.5	141	1.81123
GATAd-PA	2529	2386.5	44.6667	0.248477
GATAd-PB	2529	2386.5	44.6667	0.248477
GATAd-PC	2529	2386.5	44.6667	0.248477
SamDC-PA	1044	901.497	145	2.13534
CG31715-PA	366	225.037	350.305	20.6661
CG31715-PB	360	219.216	6.69505	0.405458
Sps2-PA	1113	970.497	136.5	1.86725
Sps2-PC	1113	970.497	136.5	1.86725
CG5022-PA	1719	1576.5	2	0.0168423
ClpP-PA	762	619.497	278.5	5.96829
ClpP-PB	762	619.497	278.5	5.96829
pim-PA	600	457.497	4	0.116074
pim-PB	600	457.497	4	0.116074
lft-PA	807	664.497	8	0.159831
lft-PB	807	664.497	8	0.159831
CG5056-PA	864	721.497	104	1.91365
dpr19-PA	1158	1015.5	2.33333	0.0305044
dpr19-PB	1158	1015.5	2.33333	0.0305044
dpr19-PC	1158	1015.5	2.33333	0.0305044
gny-PA	1428	1285.5	79	0.815869
gny-PB	1428	1285.5	79	0.815869
CG5096-PA	1476	1333.5	2	0.0199114
mRpS7-PA	657	514.497	163	4.206
mRpS7-PB	657	514.497	163	4.206
Cnot4-PC	3156	3013.5	59.017	0.259998
Cnot4-PD	3156	3013.5	59.017	0.259998
Cnot4-PE	3156	3013.5	59.017	0.259998
Cnot4-PB	3156	3013.5	59.017	0.259998
Cnot4-PG	3144	3001.5	102.872	0.455012
Cnot4-PA	3156	3013.5	59.017	0.259998
Cnot4-PH	3180	3037.5	576.636	2.52029
Cnot4-PI	3144	3001.5	102.872	0.455012
Cnot4-PJ	3165	3022.5	23.0834	0.101391
Cnot4-PK	3189	3046.5	230.256	1.0034
Cnot4-PL	3153	3010.5	40.1961	0.17726
Ir31a-PC	1947	1804.5	0	0
Ir31a-PD	1890	1747.5	1	0.0075971
RpS27A-PA	471	328.6	9061	366.077
Ip259-PA	780	637.497	677	14.0986
Ip259-PB	780	637.497	677	14.0986
Klp31E-PA	3147	3004.5	19.3333	0.0854278
Klp31E-PB	3147	3004.5	19.3333	0.0854278
Klp31E-PC	3147	3004.5	19.3333	0.0854278
Klp31E-PE	3144	3001.5	0	0
RfC3-PA	999	856.497	24	0.372006
Wdfy2-PA	1227	1084.5	427.5	5.23326
Wdfy2-PB	1227	1084.5	427.5	5.23326
CG5188-PA	954	811.497	49	0.801629
TfIIB-PA	948	805.497	68	1.12075
TfIIB-PB	948	805.497	68	1.12075
holn1-PA	960	817.497	96	1.55901
STUB1-PA	870	727.497	360	6.56955
Nse4-PB	873	730.497	9	0.163564
Nse4-PC	873	730.497	9	0.163564
loh-PA	2643	2500.5	30.3512	0.161144
loh-PD	2640	2497.5	0	0
loh-PC	1707	1564.5	148.649	1.26139
LManII-PA	3243	3100.5	91.5556	0.392029
LManII-PB	3243	3100.5	11.4444	0.0490036
RluA-2-PA	1644	1501.5	12.6182	0.111567
RluA-2-PD	1644	1501.5	12.6182	0.111567
RluA-2-PE	660	517.497	0	0
RluA-2-PC	1632	1489.5	41.7636	0.37224
Grip75-PA	1953	1810.5	39	0.285977
CG13144-PA	876	733.497	0	0
Cog4-PA	2331	2188.5	1724	10.4582
RluA-1-PA	2220	2077.5	0.333333	0.00213011
RluA-1-PB	2220	2077.5	0.333333	0.00213011
RluA-1-PC	2220	2077.5	0.333333	0.00213011
RluA-1-PD	1137	994.497	0	0
LManI-PA	2853	2710.5	2.5	0.0122449
LManI-PB	2853	2710.5	2.5	0.0122449
TBC1D16-PA	2109	1966.5	21	0.141772
Bug22-PA	600	457.497	161	4.67199
pie-PA	1749	1606.5	24	0.198333
pie-PB	1749	1606.5	24	0.198333
CG5355-PA	2271	2128.5	1516	9.45563
Cdk1-PA	894	751.497	2	0.0353319
CG33303-PA	1377	1234.5	3402	36.5855
CG33303-PB	1377	1234.5	3402	36.5855
Cand1-PA	3747	3604.5	304	1.11968
Cand1-PB	3747	3604.5	304	1.11968
CG5367-PA	1017	874.497	3	0.0455436
Schip1-PB	1851	1708.5	0.999894	0.0077697
Schip1-PC	1866	1723.5	0.000105978	8.1634e-07
RnrL-PA	2439	2296.5	16	0.092495
CG5381-PA	2061	1918.5	178	1.23175
CG5381-PB	2061	1918.5	178	1.23175
CG5381-PC	2061	1918.5	178	1.23175
CG5381-PD	2058	1915.5	0	0
Usp14-PA	1428	1285.5	309.5	3.19635
Usp14-PB	1428	1285.5	309.5	3.19635
Cdk5alpha-PA	1419	1276.5	0.5	0.00520013
Cdk5alpha-PB	1419	1276.5	0.5	0.00520013
CG5390-PA	1221	1078.5	29	0.35698
CG5390-PB	1221	1078.5	29	0.35698
nmd-PA	1110	967.497	253	3.47164
nmd-PB	870	727.497	0	0
nmd-PC	1110	967.497	253	3.47164
CG13138-PB	1650	1507.5	0	0
CG13138-PC	1650	1507.5	0	0
CYLD-PD	1920	1777.5	135	1.0083
CYLD-PE	1920	1777.5	135	1.0083
CYLD-PB	1656	1513.5	0	0
Hand-PA	525	382.497	1	0.0347085
Ufd4-PA	8184	8041.5	2789	4.60443
trk-PA	708	565.497	2	0.0469531
Rsf1-PA	603	460.497	172	4.95868
Rsf1-PB	603	460.497	172	4.95868
CG5676-PA	471	328.6	136	5.49459
bsk-PB	1119	976.497	67	0.910895
bsk-PF	1119	976.497	67	0.910895
bsk-PE	1119	976.497	67	0.910895
chico-PA	2907	2764.5	136.667	0.656313
chico-PB	2907	2764.5	136.667	0.656313
chico-PC	2907	2764.5	136.667	0.656313
CG6094-PA	612	469.497	46	1.30074
CG6094-PB	612	469.497	46	1.30074
Lrr47-PA	1287	1144.5	9.5	0.110198
Lrr47-PB	1287	1144.5	9.5	0.110198
Lip4-PA	1305	1162.5	0	0
Lip4-PB	1299	1156.5	13	0.149232
Lip4-PC	1347	1204.5	0	0
CG18301-PA	1269	1126.5	0	0
CG18302-PA	1221	1078.5	0	0
CG6138-PA	558	415.497	58	1.85321
CG31872-PA	3222	3079.5	323549	1394.84
CG31872-PB	3222	3079.5	323549	1394.84
CG18284-PC	1374	1231.5	91343.5	984.71
CG18284-PB	1374	1231.5	91343.5	984.71
CG31871-PA	1596	1453.5	0	0
CG17104-PA	1350	1207.5	13.3333	0.146594
CG17104-PB	1350	1207.5	13.3333	0.146594
CG17104-PC	1350	1207.5	13.3333	0.146594
CG17105-PA	312	173.095	0	0
CG17105-PB	312	173.095	0	0
CG17107-PA	291	153.552	0	0
CG17107-PB	291	153.552	0	0
CG17107-PC	291	153.552	0	0
CG6415-PA	1218	1075.5	0	0
CG6431-PB	1041	898.497	0	0
CG6431-PC	1056	913.497	0	0
CG6443-PA	900	757.497	60	1.05156
CG17118-PA	846	703.497	15	0.28307
Dpy-30L1-PA	405	263.23	165	8.32171
CG12299-PA	2211	2068.5	27	0.17329
CG6495-PA	2028	1885.5	2	0.0140821
Ubc2-PA	699	556.497	56.75	1.35384
Ubc2-PB	699	556.497	56.75	1.35384
Ubc2-PC	699	556.497	56.75	1.35384
Ubc2-PD	699	556.497	56.75	1.35384
CG17124-PA	375	233.852	8.66667	0.492011
CG17124-PB	375	233.852	8.66667	0.492011
CG17124-PC	375	233.852	8.66667	0.492011
CG6729-PA	2835	2692.5	192	0.946696
Vha16-5-PA	582	439.497	5	0.151035
Nup107-PA	2538	2395.5	195	1.0807
EMC3-PA	744	601.497	422	9.31415
Lip2-PA	1242	1099.5	0	0
Lip2-PB	1134	991.497	3	0.0401693
Lip1-PA	1320	1177.5	2	0.0225494
Lip1-PB	1320	1177.5	2	0.0225494
CG7300-PB	2661	2518.5	0	0
CG7300-PD	2661	2518.5	0	0
CG17108-PA	1029	886.497	25	0.374392
CG7294-PA	384	242.709	5	0.273495
CG7296-PA	486	343.533	12.5	0.483066
CG7296-PB	486	343.533	12.5	0.483066
CG7299-PA	534	391.497	0	0
CG7299-PC	534	391.497	0	0
CG7329-PA	1374	1231.5	688.5	7.42224
CG7329-PB	1374	1231.5	688.5	7.42224
w-cup-PA	1230	1087.5	532.258	6.49768
w-cup-PB	1227	1084.5	27.7422	0.339607
CG7384-PA	1818	1675.5	418	3.31205
CG17127-PA	297	159.058	1	0.0834659
CG17127-PB	297	159.058	1	0.0834659
CG31870-PA	240	108.344	25	3.06337
CG31870-PC	204	80.1094	0	0
CG31870-PD	240	108.344	25	3.06337
CG31870-PE	204	80.1094	0	0
CG6508-PA	1272	1129.5	0	0
CG17134-PA	1176	1033.5	0	0
Stam-PA	2070	1927.5	730	5.02798
CG12517-PA	417	275.017	0	0
CG14072-PA	366	225.037	2027.33	119.601
CG14072-PB	366	225.037	2027.33	119.601
CG14072-PC	366	225.037	2027.33	119.601
YL-1-PA	1056	913.497	92.5	1.34431
YL-1-PB	1056	913.497	92.5	1.34431
CG16743-PA	579	436.497	10.8751	0.330761
CG16743-PB	723	580.497	16.1249	0.368775
SCAR-PA	1842	1699.5	0	0
SCAR-PB	1926	1783.5	0	0
SCAR-PC	1923	1780.5	19.1163	0.142537
SCAR-PF	1944	1801.5	34.1356	0.251558
SCAR-PD	2025	1882.5	55.2932	0.389943
SCAR-PE	1899	1756.5	374.455	2.8302
CG12253-PA	1137	994.497	1	0.0133494
TTLL4A-PI	3213	3070.5	6.96103	0.0300974
TTLL4A-PK	2484	2341.5	0	0
TTLL4A-PL	3213	3070.5	6.96103	0.0300974
TTLL4A-PM	2484	2341.5	0	0
TTLL4A-PD	3216	3073.5	120.706	0.521386
TTLL4A-PE	2487	2344.5	0	0
TTLL4A-PF	2487	2344.5	0	0
TTLL4A-PG	3216	3073.5	120.706	0.521386
TTLL4A-PH	3216	3073.5	120.706	0.521386
TTLL4A-PN	3213	3070.5	6.96103	0.0300974
lectin-33A-PB	534	391.497	0	0
Acp32CD-PA	759	616.497	51811.5	1115.73
Acp32CD-PB	759	616.497	51811.5	1115.73
CG14913-PB	1500	1357.5	596	5.8287
CG18666-PA	384	242.709	14	0.765786
Samuel-PA	2907	2764.5	204.5	0.982068
Samuel-PB	2907	2764.5	204.5	0.982068
Samuel-PD	2541	2398.5	0	0
Samuel-PE	2541	2398.5	0	0
Art8-PA	1026	883.497	86	1.29228
RpL9-PA	573	430.497	1912.33	58.9736
RpL9-PB	573	430.497	1912.33	58.9736
RpL9-PC	573	430.497	1912.33	58.9736
aub-PA	2601	2458.5	0	0
aub-PC	2388	2245.5	8	0.0472979
piwi-PA	2532	2389.5	0.5	0.00277797
piwi-PB	2532	2389.5	0.5	0.00277797
ATPsynG-PA	300	161.829	442	36.2602
ATPsynG-PB	300	161.829	442	36.2602
ATPsynG-PD	300	161.829	442	36.2602
abo-PA	1620	1477.5	132	1.18607
CG33129-PE	2034	1891.5	289.041	2.0287
CG33129-PA	714	571.497	45.9837	1.0682
CG33129-PB	714	571.497	45.9837	1.0682
CG33129-PC	714	571.497	45.9837	1.0682
CG33129-PF	2034	1891.5	289.041	2.0287
CG33129-PG	714	571.497	45.9837	1.0682
CG33129-PH	714	571.497	45.9837	1.0682
CG14069-PA	306	167.528	0.5	0.0396229
CG14069-PB	306	167.528	0.5	0.0396229
CG7309-PC	1587	1444.5	85	0.781208
CG14070-PA	756	613.497	3.5	0.075739
CG14070-PB	756	613.497	3.5	0.075739
CG14071-PA	411	269.098	2.66667	0.13156
CG14071-PB	411	269.098	2.66667	0.13156
CG14071-PC	411	269.098	2.66667	0.13156
aurB-PA	990	847.497	3	0.0469945
Dnz1-PA	831	688.497	826	15.9273
Porin2-PA	882	739.497	71	1.27464
Porin2-PB	882	739.497	71	1.27464
CG6700-PA	2625	2482.5	528	2.82364
CG6700-PB	2625	2482.5	528	2.82364
CG31869-PA	2334	2191.5	0	0
CG31869-PB	1809	1666.5	50	0.398318
CG31869-PC	2334	2191.5	0	0
CG6724-PA	1263	1120.5	100	1.18482
CG6724-PB	1257	1114.5	0	0
CG14915-PA	363	222.216	0	0
CG16854-PC	2034	1891.5	8	0.0561499
CG16854-PD	2118	1975.5	0	0
CG16854-PB	2118	1975.5	0	0
Wdr59-PB	2910	2767.5	71	0.340593
Wdr59-PD	2910	2767.5	71	0.340593
Gr32a-PA	1386	1243.5	0	0
CG4751-PA	4239	4096.5	207	0.670845
hgo-PA	1320	1177.5	3	0.0338241
CG4788-PA	759	616.497	17	0.366085
CG4788-PB	759	616.497	17	0.366085
Ppt2-PA	867	724.497	54	0.989513
mre11-PA	1863	1720.5	251	1.9368
cmet-PC	6570	6427.5	3.94516	0.00814869
cmet-PD	6405	6262.5	0	0
cmet-PE	6561	6418.5	17.1083	0.0353865
cmet-PF	6399	6256.5	0	0
Vm32E-PA	351	210.388	0	0
Vm32E-PB	351	210.388	0	0
CG6287-PA	999	856.497	1487	23.0489
Gyc32E-PB	3576	3433.5	0	0
Gyc32E-PD	3492	3349.5	0.00107394	4.25664e-06
Gyc32E-PG	3468	3325.5	1.99893	0.00798003
CG31867-PA	627	484.497	6.5	0.178109
CG31867-PB	627	484.497	6.5	0.178109
RfC38-PA	1071	928.497	29.5	0.421799
RfC38-PB	1071	928.497	29.5	0.421799
Csl4-PA	615	472.497	59	1.65774
CG14921-PA	723	580.497	11	0.251569
CG6230-PA	3678	3535.5	2466	9.25991
CG6201-PA	1911	1768.5	3	0.0225207
Reps-PA	2724	2581.5	328.934	1.69162
Reps-PB	2637	2494.5	160.066	0.851881
AstCC-PB	765	622.497	0	0
AstCC-PC	786	643.497	0	0
AstC-PA	369	227.991	1.17205e-06	6.82482e-08
AstC-PB	366	225.037	0.999999	0.0589944
salr-PA	3804	3661.5	12.6667	0.045927
salr-PB	3804	3661.5	12.6667	0.045927
salr-PC	3804	3661.5	12.6667	0.045927
sala-PA	429	286.906	0	0
sala-PC	429	286.906	0	0
spz4-PB	1794	1651.5	0	0
CG31706-PA	1056	913.497	2	0.0290661
CG31706-PB	1056	913.497	2	0.0290661
CG31705-PA	2049	1906.5	27	0.188015
CG31705-PD	2049	1906.5	27	0.188015
CG31705-PE	2049	1906.5	27	0.188015
CG14930-PA	747	604.497	6	0.131771
Dlg5-PB	5751	5608.5	242.468	0.573949
Dlg5-PA	5751	5608.5	242.468	0.573949
Dlg5-PC	4494	4351.5	23.0632	0.0703631
Dlg5-PD	5748	5605.5	2.84207e-06	6.73109e-09
CG14926-PA	525	382.497	29.6667	1.02969
CG14926-PB	525	382.497	29.6667	1.02969
CG14926-PC	525	382.497	29.6667	1.02969
kek2-PA	2685	2542.5	1	0.0052216
CG4983-PA	1104	961.497	32.5	0.448745
CG4983-PB	1104	961.497	32.5	0.448745
CG4988-PA	1107	964.497	53	0.729523
Vha100-5-PA	2445	2302.5	0	0
Vha100-5-PB	2445	2302.5	0	0
CG14931-PB	663	520.497	6	0.153037
CG14931-PC	672	529.497	0	0
CG14932-PB	648	505.497	11	0.288894
CG14932-PC	609	466.497	0	0
CycY-PA	1221	1078.5	55	0.67703
CycY-PB	1221	1078.5	55	0.67703
crol-PB	2676	2533.5	0.35311	0.00185035
crol-PC	2271	2128.5	26.1247	0.162946
crol-PD	2637	2494.5	16.5951	0.0883204
crol-PA	2889	2746.5	94.6068	0.457307
crol-PE	2889	2746.5	94.6068	0.457307
crol-PF	2724	2581.5	147.756	0.759868
crol-PG	2637	2494.5	0	0
crol-PH	2061	1918.5	3.35065	0.0231863
crol-PI	2889	2746.5	94.6068	0.457307
CG14937-PA	1338	1195.5	4	0.0444197
Tsp33B-PA	981	838.497	2	0.031666
CG12307-PA	549	406.497	55	1.79626
spag4-PB	828	685.497	1	0.0193668
Mst33A-PA	1080	937.497	22	0.311542
Mst33A-PB	1080	937.497	22	0.311542
Mst33A-PC	999	856.497	0	0
CG31704-PA	207	82.4025	241.5	38.9082
CG31704-PB	207	82.4025	241.5	38.9082
CG14933-PA	234	103.41	8	1.02706
CG14933-PC	234	103.41	8	1.02706
Mal-B1-PA	1755	1612.5	1	0.00823314
Mal-B2-PA	1695	1552.5	0	0
Mal-B2-PE	1752	1609.5	9	0.0742364
Mal-B2-PF	1752	1609.5	9	0.0742364
Or33a-PA	1137	994.497	0	0
Or33b-PA	1140	997.497	0	0
Or33c-PA	1155	1012.5	0	0
Crys-PA	1434	1291.5	0	0
Crys-PB	1434	1291.5	0	0
CG16964-PA	357	216.26	6	0.368332
CG16964-PB	357	216.26	6	0.368332
CG16965-PC	2220	2077.5	220	1.40587
dgt2-PA	696	553.497	17.5	0.419746
dgt2-PB	696	553.497	17.5	0.419746
Ada1-2-PA	927	784.497	57.6	0.974755
Qtzl-PA	372	230.899	3.30827	0.190215
Qtzl-PC	372	230.899	3.30827	0.190215
Ada1-1-PA	927	784.497	35.2	0.595684
Ada1-1-PB	927	784.497	35.2	0.595684
Nfs1-PA	1389	1246.5	304.383	3.24186
Rh5-PA	1149	1006.5	2	0.0263804
Rh5-PB	1149	1006.5	2	0.0263804
dmGlut-PA	1491	1348.5	95	0.935272
CG18788-PB	1623	1480.5	7	0.0627704
PLCXD-PB	1449	1306.5	4	0.0406458
PLCXD-PA	1449	1306.5	4	0.0406458
RpL7-like-PA	774	631.497	175.333	3.68602
RpL7-like-PB	774	631.497	175.333	3.68602
RpL7-like-PC	774	631.497	175.333	3.68602
CG14947-PA	813	670.497	20	0.396002
Rab3-GAP-PA	4026	3883.5	656.993	2.24596
Rab3-GAP-PB	4023	3880.5	15.0067	0.0513407
Plzf-PA	1410	1267.5	14.5	0.151875
Plzf-PB	1410	1267.5	14.5	0.151875
CG6770-PA	210	84.7614	9358	1465.71
CG6785-PA	1716	1573.5	17.6667	0.149057
CG6785-PB	1716	1573.5	17.6667	0.149057
CG6785-PC	1716	1573.5	17.6667	0.149057
CG6766-PA	1578	1435.5	2298	21.2526
Tom70-PA	1770	1627.5	88.6667	0.723277
Tom70-PB	1770	1627.5	88.6667	0.723277
Tom70-PC	1770	1627.5	88.6667	0.723277
Wdr81-PA	5862	5719.5	161	0.373708
Hacd1-PA	738	595.497	102	2.27397
CG18787-PB	1197	1054.5	55.5	0.698734
CG18789-PA	1197	1054.5	55.5	0.698734
esc-PA	1278	1135.5	25	0.292293
Pex19-PA	879	736.497	476	8.58025
Pex19-PC	879	736.497	476	8.58025
Mt2-PC	1038	895.497	10.5	0.155664
Mt2-PD	1038	895.497	10.5	0.155664
Ced-12-PA	2175	2032.5	102	0.666246
ThrRS-PB	2073	1930.5	243.224	1.67264
ThrRS-PA	2244	2101.5	202.776	1.28101
ThrRS-PC	2073	1930.5	243.224	1.67264
ThrRS-PD	2244	2101.5	202.776	1.28101
CG17211-PA	4065	3922.5	0	0
Gr33a-PA	1428	1285.5	1	0.0103275
CG31760-PB	2628	2485.5	0	0
CG31760-PC	3282	3139.5	6	0.0253721
CG31760-PD	2628	2485.5	0	0
CG31861-PA	489	346.533	21	0.804525
ZnT33D-PB	2106	1963.5	12.349	0.0834963
ZnT33D-PC	1311	1168.5	8.65096	0.0982881
CG17217-PA	483	340.567	1	0.0389818
crok-PA	456	313.728	39	1.65035
bru1-PB	2433	2290.5	120	0.69553
bru1-PA	1815	1672.5	0	0
bru1-PD	1086	943.497	0	0
bru1-PE	1815	1672.5	0	0
bru1-PF	1863	1720.5	0	0
bru1-PG	2433	2290.5	120	0.69553
bru1-PH	1722	1579.5	0	0
bru1-PI	1722	1579.5	0	0
bru1-PJ	1722	1579.5	0	0
bru1-PK	1722	1579.5	0	0
CG31759-PC	1695	1552.5	11.5	0.0983403
CG31759-PD	1695	1552.5	11.5	0.0983403
CG31862-PA	549	406.497	0	0
CG17010-PA	1290	1147.5	86	0.994973
atilla-PB	432	289.819	1019	46.6779
atilla-PC	432	289.819	1019	46.6779
CG6583-PA	465	322.6	137	5.63794
rho-6-PB	792	649.497	0	0
rho-6-PC	501	358.497	0	0
Rab6-PA	627	484.497	465	12.7417
Rab6-PB	627	484.497	465	12.7417
Patsas-PA	1758	1615.5	0.999569	0.00821431
Patsas-PC	1842	1699.5	0	0
Patsas-PD	1770	1627.5	0.000431234	3.51768e-06
CG6712-PA	1185	1042.5	106	1.34988
Pkd2-PA	2775	2632.5	41	0.206767
Fam92-PA	1188	1045.5	414	5.25705
Trm1-PA	1737	1594.5	156	1.29887
eRF3-PA	1860	1717.5	958.651	7.41018
eRF3-PD	1860	1717.5	958.651	7.41018
eRF3-PB	1860	1717.5	958.651	7.41018
eRF3-PC	1488	1345.5	45.0479	0.444484
Oatp33Eb-PA	2445	2302.5	0	0
Ref2-PA	663	520.497	0.333333	0.00850207
Ref2-PB	663	520.497	0.333333	0.00850207
Ref2-PC	663	520.497	0.333333	0.00850207
t-cup-PA	651	508.497	47	1.22708
CG5418-PA	1068	925.497	0	0
CG5421-PA	1281	1138.5	2	0.0233218
CG5421-PB	1281	1138.5	2	0.0233218
Oatp33Ea-PA	2238	2095.5	1	0.00633545
Oatp33Ea-PB	2238	2095.5	1	0.00633545
CG5435-PA	579	436.497	10	0.304146
CG5435-PB	579	436.497	10	0.304146
CG5446-PA	261	126.545	250.745	26.3058
CG5446-PB	243	110.701	12.5092	1.50018
CG5446-PC	261	126.545	250.745	26.3058
pdm2-PB	2682	2539.5	0	0
pdm2-PA	1497	1354.5	0	0
pdm2-PC	2682	2539.5	0	0
pdm2-PD	2682	2539.5	0	0
CG6153-PA	636	493.497	47.5	1.27783
CG6153-PC	636	493.497	47.5	1.27783
PICK1-PA	1515	1372.5	0	0
PICK1-PB	1464	1321.5	4	0.0401845
PICK1-PD	1464	1321.5	4	0.0401845
PICK1-PE	1734	1591.5	0	0
PICK1-PF	1464	1321.5	4	0.0401845
spict-PA	1158	1015.5	0	0
spict-PB	1182	1039.5	69	0.881232
CG6180-PA	774	631.497	1019	21.4223
kek1-PB	2643	2500.5	44	0.23361
kek1-PC	2643	2500.5	44	0.23361
CG15483-PA	1224	1081.5	15	0.184132
CG5787-PA	2853	2710.5	360.5	1.76572
CG5787-PB	2853	2710.5	360.5	1.76572
CG15484-PA	621	478.497	3	0.083235
CG5776-PA	2400	2257.5	17.5	0.102914
CG5776-PB	2400	2257.5	17.5	0.102914
CG17036-PA	1299	1156.5	55.5	0.637108
CG17036-PB	1299	1156.5	55.5	0.637108
CG5781-PA	801	658.497	47	0.947563
IFT43-PB	690	547.497	6	0.14549
CCT4-PA	1602	1459.5	453	4.12059
Nepl7-PA	2010	1867.5	0	0
Nepl7-PB	2010	1867.5	0	0
ACXB-PA	3345	3202.5	4	0.016582
ACXA-PA	3339	3196.5	0.189608	0.000787492
ACXA-PC	3324	3181.5	26.1005	0.108914
ACXA-PD	1344	1201.5	0	0
ACXA-PH	1185	1042.5	0	0
ACXA-PG	2598	2455.5	9.70984	0.0524973
ACXE-PB	3372	3229.5	1	0.00411083
CG16800-PB	849	706.497	0	0
Vha68-3-PA	2232	2089.5	131	0.832327
Tor-PA	7413	7270.5	361.999	0.661009
Tor-PB	7416	7273.5	0.00106081	1.93624e-06
Ttc30-PC	1968	1825.5	1	0.00727249
Ttc30-PD	1968	1825.5	1	0.00727249
CG9933-PA	1131	988.497	301	4.04255
Ube4B-PA	3654	3511.5	272.5	1.03024
Ube4B-PB	3654	3511.5	272.5	1.03024
Yip1d1-PA	795	652.497	981	19.9597
CG5122-PA	3792	3649.5	91	0.331034
Pk34A-PA	1179	1036.5	6	0.0768506
kmg-PA	2244	2101.5	7	0.0442215
Sirt1-PA	2472	2329.5	505	2.87802
CG5439-PA	1563	1420.5	68	0.635525
Alg7-PA	1230	1087.5	427	5.21272
Rsph1-PA	1035	892.497	37	0.550376
Edem2-PA	2406	2263.5	878.963	5.15531
Edem2-PB	2379	2236.5	168.037	0.997473
Pect-PB	1182	1039.5	187.061	2.38904
Pect-PC	1125	982.497	145.144	1.96125
Pect-PD	1146	1003.5	4400.76	58.2205
Pect-PE	1116	973.497	10.0347	0.136847
mRF1-PA	1179	1036.5	31	0.397062
CG16812-PA	1368	1225.5	264	2.85993
CG16813-PA	555	412.497	1.5	0.0482764
CG16813-PB	555	412.497	1.5	0.0482764
CG16815-PB	579	436.497	29	0.882025
Prosalpha6T-PA	870	727.497	359	6.5513
CG5867-PA	789	646.497	1071	21.9931
CG5945-PA	753	610.497	3.5	0.0761112
CG5945-PB	753	610.497	3.5	0.0761112
CG16820-PA	930	787.497	0	0
Naa20B-PA	615	472.497	0.5	0.0140487
Naa20B-PB	615	472.497	0.5	0.0140487
Uvrag-PA	2091	1948.5	66.3079	0.451783
Uvrag-PB	2088	1945.5	45.6921	0.311799
CG31729-PB	3771	3628.5	379.492	1.38848
CG31729-PA	3264	3121.5	75.4854	0.321044
CG31729-PC	3231	3088.5	1017.55	4.37394
CG31729-PD	2985	2842.5	1166.47	5.44803
CG16825-PA	846	703.497	5.5	0.103792
CG16825-PB	846	703.497	5.5	0.103792
CG16826-PA	1026	883.497	0	0
CG16826-PB	1026	883.497	0	0
CG6523-PA	651	508.497	460	12.0097
Tap42-PA	1143	1000.5	238	3.1581
CG31855-PA	330	190.177	82.5	5.75918
CG31855-PB	330	190.177	82.5	5.75918
CG6565-PA	1278	1135.5	43.3333	0.506641
CG6565-PB	1278	1135.5	43.3333	0.506641
CG6565-PC	1278	1135.5	43.3333	0.506641
beta'COP-PA	2745	2602.5	5104	26.0366
CG9302-PA	1533	1390.5	812	7.75265
Bdp1-PA	2088	1945.5	67	0.457203
Bdp1-PB	2073	1930.5	0	0
ND-B22-PA	435	292.79	378.5	17.1622
ND-B22-PB	435	292.79	378.5	17.1622
Nnp-1-PA	2064	1921.5	143	0.988009
CG9377-PA	1068	925.497	0	0
CG9395-PC	2523	2380.5	0	0
CG9395-PD	2523	2380.5	0	0
Drep4-PA	1353	1210.5	81	0.888353
CG31848-PB	639	496.497	5	0.133696
CG31730-PA	489	346.533	12	0.459729
Mabi-PA	621	478.497	8	0.22196
CG15480-PA	501	358.497	0	0
Ski6-PA	741	598.497	23.5	0.521279
Ski6-PB	741	598.497	23.5	0.521279
CG9426-PA	1884	1741.5	281	2.14214
kek4-PA	1950	1807.5	1.33333	0.00979322
kek4-PB	1950	1807.5	1.33333	0.00979322
kek4-PC	1950	1807.5	1.33333	0.00979322
CG15482-PA	930	787.497	38	0.640618
CG16972-PA	5133	4990.5	534	1.42057
CG16974-PA	3774	3631.5	910	3.32675
CG16974-PB	3774	3631.5	910	3.32675
Mgat3-PA	1464	1321.5	18	0.18083
Sfmbt-PA	2607	2464.5	38.1708	0.205621
Sfmbt-PB	3663	3520.5	28.4513	0.107291
Sfmbt-PC	3732	3589.5	162.927	0.602591
Sfmbt-PD	3663	3520.5	28.4513	0.107291
DnaJ-H-PB	1170	1027.5	42.9168	0.554512
DnaJ-H-PA	1170	1027.5	42.9168	0.554512
DnaJ-H-PC	1323	1180.5	131.166	1.4751
CG16978-PB	291	153.552	0	0
CG9928-PA	321	181.607	4	0.292409
CG9928-PB	321	181.607	4	0.292409
CG7099-PA	5721	5578.5	105	0.249883
CG7110-PB	2478	2335.5	5	0.028422
CG7110-PC	2478	2335.5	5	0.028422
CG16848-PA	765	622.497	4	0.0853074
Tehao-PA	2388	2245.5	4.5	0.0266051
Tehao-PB	2388	2245.5	4.5	0.0266051
CG16852-PA	714	571.497	3	0.0696902
CG16853-PA	906	763.497	7.5	0.130412
CG16853-PB	906	763.497	7.5	0.130412
